Date,Time,TargetTemp,ActualTemp,BuildingID
6/5/13,21:13:19,69,68,15
6/6/13,22:13:19,66,75,10
6/7/13,23:13:19,70,66,18
6/8/13,0:43:51,70,78,19
6/9/13,1:43:51,66,62,1
6/10/13,2:43:51,68,63,3
6/11/13,3:43:51,70,55,17
6/12/13,4:43:51,69,59,17
6/13/13,5:43:51,69,68,19
6/14/13,6:43:51,67,79,2
6/15/13,7:43:51,67,71,3
6/16/13,8:43:51,69,63,16
6/17/13,9:43:51,66,56,9
6/18/13,10:43:51,65,61,16
6/19/13,11:43:51,67,74,7
6/20/13,12:43:51,65,68,17
6/21/13,13:43:51,67,66,10
6/22/13,14:43:51,67,55,1
6/23/13,15:43:51,70,61,7
6/24/13,16:43:51,65,62,1
6/25/13,17:43:51,67,73,19
6/26/13,18:43:51,66,75,20
6/27/13,19:43:51,70,72,17
6/28/13,20:43:51,66,60,6
6/29/13,21:43:51,67,63,5
6/30/13,22:43:51,65,76,7
6/1/13,23:43:51,69,66,6
6/2/13,0:13:20,68,62,5
6/3/13,1:13:20,69,68,3
6/4/13,2:13:20,65,79,13
6/5/13,3:13:20,70,70,2
6/6/13,4:13:20,65,65,9
6/7/13,5:13:20,65,79,3
6/8/13,6:13:20,67,73,15
6/9/13,7:13:20,65,74,3
6/10/13,8:13:20,70,55,5
6/11/13,9:13:20,70,59,13
6/12/13,10:13:20,68,65,11
6/13/13,11:13:20,65,73,17
6/14/13,12:13:20,67,70,7
6/15/13,13:13:20,66,65,20
6/16/13,14:13:20,67,61,6
6/17/13,15:13:20,70,75,8
6/18/13,16:13:20,65,62,8
6/19/13,17:13:20,70,58,4
6/20/13,18:13:20,67,75,19
6/21/13,19:13:20,68,63,3
6/22/13,20:13:20,68,70,12
6/23/13,21:13:20,67,69,4
6/24/13,22:13:20,65,65,6
6/25/13,23:13:20,70,69,1
6/26/13,0:33:07,70,57,18
6/27/13,1:33:07,69,65,13
6/28/13,2:33:07,70,61,18
6/29/13,3:33:07,66,56,20
6/30/13,4:33:07,66,60,16
6/1/13,5:33:07,68,75,14
6/2/13,6:33:07,69,80,13
6/3/13,7:33:07,67,79,5
6/4/13,8:33:07,68,73,9
6/5/13,9:33:07,66,75,12
6/6/13,10:33:07,69,55,13
6/7/13,11:33:07,70,68,13
6/8/13,12:33:07,70,59,8
6/9/13,13:33:07,68,67,10
6/10/13,14:33:07,69,74,15
6/11/13,15:33:07,66,70,1
6/12/13,16:33:07,67,74,8
6/13/13,17:33:07,66,56,9
6/14/13,18:33:07,70,68,3
6/15/13,19:33:07,66,72,20
6/16/13,20:33:07,70,74,18
6/17/13,21:33:07,70,75,18
6/18/13,22:33:07,70,78,19
6/19/13,23:33:07,65,72,4
6/20/13,0:00:01,70,73,10
6/21/13,1:00:01,68,75,8
6/22/13,2:00:01,70,58,9
6/23/13,3:00:01,67,57,5
6/24/13,4:00:01,68,59,20
6/25/13,5:00:01,68,67,19
6/26/13,6:00:01,69,70,19
6/27/13,7:00:01,67,60,8
6/28/13,8:00:01,66,59,11
6/29/13,9:00:01,69,75,20
6/30/13,10:00:01,67,66,17
6/1/13,11:00:01,66,79,2
6/2/13,12:00:01,69,66,5
6/3/13,13:00:01,67,77,8
6/4/13,14:00:01,68,64,11
6/5/13,15:00:01,68,61,12
6/6/13,16:00:01,67,61,2
6/7/13,17:00:01,65,80,5
6/8/13,18:00:01,70,74,8
6/9/13,19:00:01,70,62,4
6/10/13,20:00:01,66,56,9
6/11/13,21:00:01,66,70,5
6/12/13,22:00:01,67,74,5
6/13/13,23:00:01,67,68,6
6/14/13,0:13:19,66,66,12
6/15/13,1:13:19,67,79,17
6/16/13,2:13:19,65,61,11
6/17/13,3:13:19,66,73,3
6/18/13,4:13:19,67,67,4
6/19/13,5:13:19,69,75,11
6/20/13,6:13:19,67,75,9
6/21/13,7:13:19,65,57,17
6/22/13,8:13:19,66,77,18
6/23/13,9:13:19,66,57,19
6/24/13,10:13:19,68,74,6
6/25/13,11:13:19,65,68,12
6/26/13,12:13:19,70,71,6
6/27/13,13:13:19,67,61,5
6/28/13,14:13:19,65,79,14
6/29/13,15:13:19,65,66,7
6/30/13,16:13:19,69,65,6
6/1/13,17:13:19,70,57,11
6/2/13,18:13:19,67,60,13
6/3/13,19:13:19,68,74,14
6/4/13,20:13:19,70,63,5
6/5/13,21:13:19,65,80,8
6/6/13,22:13:19,65,77,14
6/7/13,23:13:19,65,64,8
6/8/13,0:43:51,68,77,17
6/9/13,1:43:51,65,60,8
6/10/13,2:43:51,65,71,15
6/11/13,3:43:51,69,65,1
6/12/13,4:43:51,70,78,2
6/13/13,5:43:51,70,62,13
6/14/13,6:43:51,69,78,1
6/15/13,7:43:51,66,72,7
6/16/13,8:43:51,65,56,7
6/17/13,9:43:51,68,63,3
6/18/13,10:43:51,65,64,18
6/19/13,11:43:51,69,63,10
6/20/13,12:43:51,69,58,2
6/21/13,13:43:51,70,67,3
6/22/13,14:43:51,68,56,11
6/23/13,15:43:51,65,75,3
6/24/13,16:43:51,70,74,12
6/25/13,17:43:51,68,70,3
6/26/13,18:43:51,66,72,6
6/27/13,19:43:51,65,55,9
6/28/13,20:43:51,67,72,16
6/29/13,21:43:51,67,71,18
6/30/13,22:43:51,65,55,5
6/1/13,23:43:51,66,59,17
6/2/13,0:13:20,70,62,12
6/3/13,1:13:20,65,55,5
6/4/13,2:13:20,65,63,6
6/5/13,3:13:20,66,65,3
6/6/13,4:13:20,70,72,1
6/7/13,5:13:20,65,70,15
6/8/13,6:13:20,70,55,2
6/9/13,7:13:20,66,59,16
6/10/13,8:13:20,69,58,12
6/11/13,9:13:20,70,59,11
6/12/13,10:13:20,68,75,6
6/13/13,11:13:20,67,77,17
6/14/13,12:13:20,68,78,19
6/15/13,13:13:20,65,74,20
6/16/13,14:13:20,68,71,14
6/17/13,15:13:20,65,66,14
6/18/13,16:13:20,66,60,16
6/19/13,17:13:20,68,79,18
6/20/13,18:13:20,65,73,3
6/21/13,19:13:20,67,71,19
6/22/13,20:13:20,67,66,8
6/23/13,21:13:20,65,74,1
6/24/13,22:13:20,65,66,15
6/25/13,23:13:20,66,75,13
6/26/13,0:33:07,67,69,1
6/27/13,1:33:07,66,66,17
6/28/13,2:33:07,65,62,4
6/29/13,3:33:07,68,57,13
6/30/13,4:33:07,70,65,18
6/1/13,5:33:07,66,71,14
6/2/13,6:33:07,66,68,11
6/3/13,7:33:07,70,59,6
6/4/13,8:33:07,69,80,20
6/5/13,9:33:07,70,56,19
6/6/13,10:33:07,68,67,11
6/7/13,11:33:07,67,56,8
6/8/13,12:33:07,69,56,3
6/9/13,13:33:07,68,77,18
6/10/13,14:33:07,67,72,11
6/11/13,15:33:07,67,57,20
6/12/13,16:33:07,70,75,18
6/13/13,17:33:07,65,65,17
6/14/13,18:33:07,65,70,20
6/15/13,19:33:07,69,59,7
6/16/13,20:33:07,67,72,12
6/17/13,21:33:07,68,77,18
6/18/13,22:33:07,68,61,17
6/19/13,23:33:07,66,74,1
6/20/13,0:00:01,70,74,17
6/21/13,1:00:01,65,71,14
6/22/13,2:00:01,69,59,7
6/23/13,3:00:01,70,56,6
6/24/13,4:00:01,70,62,3
6/25/13,5:00:01,66,70,10
6/26/13,6:00:01,70,71,1
6/27/13,7:00:01,65,56,13
6/28/13,8:00:01,68,71,6
6/29/13,9:00:01,66,58,4
6/30/13,10:00:01,69,60,5
6/1/13,11:00:01,66,74,12
6/2/13,12:00:01,65,62,19
6/3/13,13:00:01,69,73,5
6/4/13,14:00:01,66,75,19
6/5/13,15:00:01,67,77,20
6/6/13,16:00:01,69,64,5
6/7/13,17:00:01,65,71,5
6/8/13,18:00:01,67,80,10
6/9/13,19:00:01,67,71,12
6/10/13,20:00:01,67,70,17
6/11/13,21:00:01,68,57,7
6/12/13,22:00:01,67,73,13
6/13/13,23:00:01,69,72,14
6/14/13,0:13:19,70,79,19
6/15/13,1:13:19,68,72,14
6/16/13,2:13:19,68,61,16
6/17/13,3:13:19,66,56,7
6/18/13,4:13:19,69,80,16
6/19/13,5:13:19,65,56,18
6/20/13,6:13:19,66,73,3
6/21/13,7:13:19,67,66,17
6/22/13,8:13:19,66,63,18
6/23/13,9:13:19,65,76,5
6/24/13,10:13:19,67,68,16
6/25/13,11:13:19,67,79,10
6/26/13,12:13:19,70,56,15
6/27/13,13:13:19,69,80,5
6/28/13,14:13:19,65,72,1
6/29/13,15:13:19,65,64,15
6/30/13,16:13:19,70,55,18
6/1/13,17:13:19,68,65,13
6/2/13,18:13:19,65,75,1
6/3/13,19:13:19,70,71,11
6/4/13,20:13:19,68,70,7
6/5/13,21:13:19,65,72,9
6/6/13,22:13:19,70,61,13
6/7/13,23:13:19,65,78,8
6/8/13,0:43:51,67,75,8
6/9/13,1:43:51,65,59,6
6/10/13,2:43:51,67,64,18
6/11/13,3:43:51,66,56,20
6/12/13,4:43:51,69,74,7
6/13/13,5:43:51,65,63,5
6/14/13,6:43:51,65,60,13
6/15/13,7:43:51,67,55,12
6/16/13,8:43:51,66,73,8
6/17/13,9:43:51,70,60,9
6/18/13,10:43:51,69,72,4
6/19/13,11:43:51,65,78,12
6/20/13,12:43:51,65,69,14
6/21/13,13:43:51,65,77,14
6/22/13,14:43:51,66,72,19
6/23/13,15:43:51,69,75,5
6/24/13,16:43:51,70,75,16
6/25/13,17:43:51,68,60,12
6/26/13,18:43:51,69,57,5
6/27/13,19:43:51,66,79,7
6/28/13,20:43:51,69,59,2
6/29/13,21:43:51,65,63,10
6/30/13,22:43:51,70,71,2
6/1/13,23:43:51,69,57,17
6/2/13,0:13:20,68,74,11
6/3/13,1:13:20,70,78,15
6/4/13,2:13:20,65,72,8
6/5/13,3:13:20,69,58,16
6/6/13,4:13:20,70,69,17
6/7/13,5:13:20,70,60,20
6/8/13,6:13:20,65,57,5
6/9/13,7:13:20,70,59,18
6/10/13,8:13:20,68,56,12
6/11/13,9:13:20,66,57,20
6/12/13,10:13:20,67,78,19
6/13/13,11:13:20,68,55,13
6/14/13,12:13:20,69,75,3
6/15/13,13:13:20,68,62,11
6/16/13,14:13:20,68,75,2
6/17/13,15:13:20,70,76,19
6/18/13,16:13:20,70,55,15
6/19/13,17:13:20,70,59,18
6/20/13,18:13:20,65,79,6
6/21/13,19:13:20,70,70,11
6/22/13,20:13:20,65,71,18
6/23/13,21:13:20,69,64,1
6/24/13,22:13:20,70,72,17
6/25/13,23:13:20,69,60,16
6/26/13,0:33:07,66,58,10
6/27/13,1:33:07,69,70,2
6/28/13,2:33:07,65,75,5
6/29/13,3:33:07,67,76,15
6/30/13,4:33:07,67,57,1
6/1/13,5:33:07,65,69,6
6/2/13,6:33:07,65,58,8
6/3/13,7:33:07,65,78,8
6/4/13,8:33:07,65,62,2
6/5/13,9:33:07,68,71,13
6/6/13,10:33:07,66,69,15
6/7/13,11:33:07,66,55,1
6/8/13,12:33:07,67,62,3
6/9/13,13:33:07,68,64,8
6/10/13,14:33:07,66,64,9
6/11/13,15:33:07,67,74,19
6/12/13,16:33:07,68,77,7
6/13/13,17:33:07,67,61,9
6/14/13,18:33:07,68,68,12
6/15/13,19:33:07,67,60,13
6/16/13,20:33:07,67,55,9
6/17/13,21:33:07,68,79,11
6/18/13,22:33:07,67,78,3
6/19/13,23:33:07,68,75,16
6/20/13,0:45:56,70,66,19
6/21/13,1:45:56,68,62,5
6/22/13,2:45:56,66,69,8
6/23/13,3:45:56,67,56,14
6/24/13,4:45:56,66,66,10
6/25/13,5:45:56,67,71,7
6/26/13,6:45:56,65,62,3
6/27/13,7:45:56,70,56,11
6/28/13,8:45:56,68,60,2
6/29/13,9:45:56,67,65,20
6/30/13,10:45:56,65,59,9
6/1/13,11:45:56,70,63,9
6/2/13,12:45:56,68,76,12
6/3/13,13:45:56,68,59,12
6/4/13,14:45:56,68,59,15
6/5/13,15:45:56,67,71,7
6/6/13,16:45:56,68,62,15
6/7/13,17:45:56,65,63,16
6/8/13,18:45:56,69,58,4
6/9/13,19:45:56,65,65,14
6/10/13,20:45:56,67,70,14
6/11/13,21:45:56,69,71,10
6/12/13,22:45:56,70,72,11
6/13/13,23:45:56,65,66,5
6/14/13,0:45:56,68,75,19
6/15/13,1:45:56,65,77,5
6/16/13,2:45:56,69,61,19
6/17/13,3:45:56,68,79,7
6/18/13,4:45:56,65,61,15
6/19/13,5:45:56,65,56,2
6/20/13,6:45:56,68,72,4
6/21/13,7:45:56,69,61,16
6/22/13,8:45:56,69,69,10
6/23/13,9:45:56,65,60,5
6/24/13,10:45:56,69,65,18
6/25/13,11:45:56,66,57,1
6/26/13,12:45:56,69,57,10
6/27/13,13:45:56,66,75,12
6/28/13,14:45:56,69,79,16
6/29/13,15:45:56,67,69,5
6/30/13,16:45:56,69,62,4
6/1/13,17:45:56,69,80,16
6/2/13,18:45:56,68,59,16
6/3/13,19:45:56,67,63,20
6/4/13,20:45:56,68,62,10
6/5/13,21:45:56,70,64,14
6/6/13,22:45:56,66,60,4
6/7/13,23:45:56,69,65,2
6/8/13,0:45:56,66,73,8
6/9/13,1:45:56,66,63,9
6/10/13,2:45:56,66,55,12
6/11/13,3:45:56,69,69,18
6/12/13,4:45:56,69,69,5
6/13/13,5:45:56,70,72,19
6/14/13,6:45:56,68,70,11
6/15/13,7:45:56,68,61,13
6/16/13,8:45:56,70,78,10
6/17/13,9:45:56,68,57,2
6/18/13,10:45:56,65,64,11
6/19/13,11:45:56,70,60,10
6/20/13,12:45:56,67,58,15
6/21/13,13:45:56,68,64,14
6/22/13,14:45:56,66,59,11
6/23/13,15:45:56,65,66,18
6/24/13,16:45:56,65,67,4
6/25/13,17:45:56,65,57,3
6/26/13,18:45:56,70,63,6
6/27/13,0:00:01,65,57,1
6/28/13,1:00:01,65,74,3
6/29/13,2:00:01,69,63,20
6/30/13,3:00:01,68,57,4
6/1/13,4:00:01,66,69,11
6/2/13,5:00:01,68,57,13
6/3/13,6:00:01,69,56,18
6/4/13,7:00:01,66,55,10
6/5/13,8:00:01,68,72,16
6/6/13,9:00:01,65,80,6
6/7/13,10:00:01,69,68,13
6/8/13,11:00:01,70,77,6
6/9/13,12:00:01,70,63,18
6/10/13,13:00:01,65,75,10
6/11/13,14:00:01,69,77,11
6/12/13,15:00:01,69,56,19
6/13/13,16:00:01,65,62,15
6/14/13,17:00:01,69,80,7
6/15/13,18:00:01,70,62,15
6/16/13,19:00:01,69,57,7
6/17/13,20:00:01,66,55,11
6/18/13,21:00:01,68,61,18
6/19/13,22:00:01,69,58,19
6/20/13,23:00:01,70,56,19
6/21/13,0:13:19,69,76,20
6/22/13,1:13:19,70,69,19
6/23/13,2:13:19,69,74,11
6/24/13,3:13:19,65,75,18
6/25/13,4:13:19,67,61,1
6/26/13,5:13:19,65,57,19
6/27/13,6:13:19,65,66,17
6/28/13,7:13:19,70,76,5
6/29/13,8:13:19,65,62,2
6/30/13,9:13:19,65,75,15
6/1/13,10:13:19,67,55,6
6/2/13,11:13:19,70,70,7
6/3/13,12:13:19,68,65,6
6/4/13,13:13:19,70,80,11
6/5/13,14:13:19,70,63,9
6/6/13,15:13:19,67,58,1
6/7/13,16:13:19,69,70,6
6/8/13,17:13:19,69,59,19
6/9/13,18:13:19,67,59,8
6/10/13,19:13:19,67,67,12
6/11/13,20:13:19,69,67,20
6/12/13,21:13:19,70,61,12
6/13/13,22:13:19,69,61,17
6/14/13,23:13:19,65,73,3
6/15/13,0:43:51,65,62,8
6/16/13,1:43:51,68,68,1
6/17/13,2:43:51,66,66,14
6/18/13,3:43:51,65,70,18
6/19/13,4:43:51,66,58,13
6/20/13,5:43:51,70,80,7
6/21/13,6:43:51,66,77,10
6/22/13,7:43:51,70,77,14
6/23/13,8:43:51,69,67,4
6/24/13,9:43:51,67,69,12
6/25/13,10:43:51,68,56,2
6/26/13,11:43:51,67,59,6
6/27/13,12:43:51,65,57,4
6/28/13,13:43:51,66,61,15
6/29/13,14:43:51,70,61,15
6/30/13,15:43:51,66,64,14
6/1/13,16:43:51,66,76,2
6/2/13,17:43:51,67,65,11
6/3/13,18:43:51,69,76,20
6/4/13,19:43:51,69,56,11
6/5/13,20:43:51,65,80,19
6/6/13,21:43:51,67,79,19
6/7/13,22:43:51,70,62,13
6/8/13,23:43:51,66,80,12
6/9/13,0:13:20,67,58,18
6/10/13,1:13:20,66,65,6
6/11/13,2:13:20,66,78,14
6/12/13,3:13:20,66,70,15
6/13/13,4:13:20,68,66,12
6/14/13,5:13:20,69,69,20
6/15/13,6:13:20,66,58,10
6/16/13,7:13:20,67,79,10
6/17/13,8:13:20,68,55,9
6/18/13,9:13:20,66,79,7
6/19/13,10:13:20,70,64,9
6/20/13,11:13:20,68,73,17
6/21/13,12:13:20,69,77,16
6/22/13,13:13:20,68,65,14
6/23/13,14:13:20,67,77,12
6/24/13,15:13:20,67,63,2
6/25/13,16:13:20,68,77,4
6/26/13,17:13:20,69,74,20
6/27/13,18:13:20,68,64,16
6/28/13,19:13:20,68,60,18
6/29/13,20:13:20,66,59,20
6/30/13,21:13:20,68,77,10
6/1/13,22:13:20,68,80,19
6/2/13,23:13:20,70,68,16
6/3/13,0:33:07,65,79,9
6/4/13,1:33:07,68,56,2
6/5/13,2:33:07,69,74,8
6/6/13,3:33:07,70,64,5
6/7/13,4:33:07,66,75,13
6/8/13,5:33:07,65,68,11
6/9/13,6:33:07,69,76,7
6/10/13,7:33:07,70,71,8
6/11/13,8:33:07,66,61,13
6/12/13,9:33:07,68,63,7
6/13/13,10:33:07,68,76,10
6/14/13,11:33:07,65,56,13
6/15/13,12:33:07,67,58,11
6/16/13,13:33:07,70,69,10
6/17/13,14:33:07,67,73,5
6/18/13,15:33:07,69,76,19
6/19/13,16:33:07,66,64,15
6/20/13,17:33:07,65,78,5
6/21/13,18:33:07,69,59,13
6/22/13,19:33:07,66,74,16
6/23/13,20:33:07,65,58,3
6/24/13,21:33:07,65,61,14
6/25/13,22:33:07,67,56,1
6/26/13,23:33:07,66,59,14
6/27/13,0:00:01,65,70,18
6/28/13,1:00:01,66,61,10
6/29/13,2:00:01,69,64,16
6/30/13,3:00:01,68,56,19
6/1/13,4:00:01,69,55,17
6/2/13,5:00:01,70,72,1
6/3/13,6:00:01,65,56,3
6/4/13,7:00:01,69,73,7
6/5/13,8:00:01,68,63,6
6/6/13,9:00:01,69,80,19
6/7/13,10:00:01,67,76,16
6/8/13,11:00:01,68,77,20
6/9/13,12:00:01,66,60,16
6/10/13,13:00:01,70,74,1
6/11/13,14:00:01,66,78,19
6/12/13,15:00:01,68,77,19
6/13/13,16:00:01,66,74,19
6/14/13,17:00:01,65,61,4
6/15/13,18:00:01,70,80,8
6/16/13,19:00:01,67,58,11
6/17/13,20:00:01,67,63,1
6/18/13,21:00:01,65,76,13
6/19/13,22:00:01,65,69,19
6/20/13,23:00:01,67,55,1
6/21/13,0:13:19,65,71,18
6/22/13,1:13:19,66,55,2
6/23/13,2:13:19,68,65,15
6/24/13,3:13:19,67,79,1
6/25/13,4:13:19,69,58,4
6/26/13,5:13:19,70,77,10
6/27/13,6:13:19,67,68,20
6/28/13,7:13:19,68,62,9
6/29/13,8:13:19,65,63,9
6/30/13,9:13:19,68,79,13
6/1/13,10:13:19,69,66,19
6/2/13,11:13:19,70,75,18
6/3/13,12:13:19,69,73,12
6/4/13,13:13:19,70,64,7
6/5/13,14:13:19,65,64,5
6/6/13,15:13:19,68,67,1
6/7/13,16:13:19,67,55,6
6/8/13,17:13:19,67,60,9
6/9/13,18:13:19,69,55,8
6/10/13,19:13:19,70,66,1
6/11/13,20:13:19,65,74,15
6/12/13,21:13:19,67,60,12
6/13/13,22:13:19,69,66,7
6/14/13,23:13:19,66,77,1
6/15/13,0:43:51,69,56,12
6/16/13,1:43:51,69,68,4
6/17/13,2:43:51,66,60,19
6/18/13,3:43:51,65,67,10
6/19/13,4:43:51,69,69,13
6/20/13,5:43:51,70,61,9
6/21/13,6:43:51,70,78,17
6/22/13,7:43:51,70,68,17
6/23/13,8:43:51,70,74,11
6/24/13,9:43:51,65,76,7
6/25/13,10:43:51,70,75,11
6/26/13,11:43:51,67,72,12
6/27/13,12:43:51,65,75,3
6/28/13,13:43:51,70,70,17
6/29/13,14:43:51,70,63,18
6/30/13,15:43:51,68,70,2
6/1/13,16:43:51,70,57,10
6/2/13,17:43:51,66,79,4
6/3/13,18:43:51,66,67,13
6/4/13,19:43:51,65,77,19
6/5/13,20:43:51,66,63,20
6/6/13,21:43:51,70,60,18
6/7/13,22:43:51,66,77,15
6/8/13,23:43:51,66,67,13
6/9/13,0:13:20,65,61,17
6/10/13,1:13:20,67,63,8
6/11/13,2:13:20,66,77,15
6/12/13,3:13:20,68,56,12
6/13/13,4:13:20,66,62,1
6/14/13,5:13:20,66,57,11
6/15/13,6:13:20,67,56,13
6/16/13,7:13:20,70,61,5
6/17/13,8:13:20,68,59,8
6/18/13,9:13:20,70,65,1
6/19/13,10:13:20,69,70,7
6/20/13,11:13:20,69,61,8
6/21/13,12:13:20,68,60,18
6/22/13,13:13:20,69,68,7
6/23/13,14:13:20,69,75,6
6/24/13,15:13:20,70,69,11
6/25/13,16:13:20,65,69,17
6/26/13,17:13:20,67,76,5
6/27/13,18:13:20,66,74,7
6/28/13,19:13:20,69,70,1
6/29/13,20:13:20,69,68,18
6/30/13,21:13:20,66,55,4
6/1/13,22:13:20,69,64,10
6/2/13,23:13:20,65,70,6
6/3/13,0:33:07,70,57,2
6/4/13,1:33:07,67,73,1
6/5/13,2:33:07,65,70,10
6/6/13,3:33:07,67,69,7
6/7/13,4:33:07,69,80,1
6/8/13,5:33:07,67,60,8
6/9/13,6:33:07,67,58,10
6/10/13,7:33:07,66,63,20
6/11/13,8:33:07,65,56,3
6/12/13,9:33:07,70,58,18
6/13/13,10:33:07,68,59,5
6/14/13,11:33:07,67,56,12
6/15/13,12:33:07,70,80,2
6/16/13,13:33:07,66,80,15
6/17/13,14:33:07,70,76,20
6/18/13,15:33:07,66,72,2
6/19/13,16:33:07,69,72,17
6/20/13,17:33:07,66,67,15
6/21/13,18:33:07,65,77,20
6/22/13,19:33:07,66,58,2
6/23/13,20:33:07,69,78,13
6/24/13,21:33:07,65,78,15
6/25/13,22:33:07,69,74,2
6/26/13,23:33:07,66,65,9
6/27/13,0:00:01,67,78,17
6/28/13,1:00:01,66,78,5
6/29/13,2:00:01,66,80,13
6/30/13,3:00:01,65,77,20
6/1/13,4:00:01,70,74,1
6/2/13,5:00:01,70,59,6
6/3/13,6:00:01,68,77,4
6/4/13,7:00:01,68,80,16
6/5/13,8:00:01,70,68,5
6/6/13,9:00:01,65,59,2
6/7/13,10:00:01,68,74,13
6/8/13,11:00:01,65,64,8
6/9/13,12:00:01,66,71,2
6/10/13,13:00:01,70,66,7
6/11/13,14:00:01,67,60,15
6/12/13,15:00:01,65,63,17
6/13/13,16:00:01,69,78,19
6/14/13,17:00:01,66,77,12
6/15/13,18:00:01,70,73,10
6/16/13,19:00:01,65,74,11
6/17/13,20:00:01,69,79,14
6/18/13,21:00:01,67,78,3
6/19/13,22:00:01,70,71,7
6/20/13,23:00:01,70,79,1
6/21/13,0:13:19,65,69,15
6/22/13,1:13:19,70,69,3
6/23/13,2:13:19,70,72,10
6/24/13,3:13:19,68,66,6
6/25/13,4:13:19,68,77,15
6/26/13,5:13:19,67,63,17
6/27/13,6:13:19,69,58,15
6/28/13,7:13:19,66,75,19
6/29/13,8:13:19,66,68,2
6/30/13,9:13:19,70,67,14
6/1/13,10:13:19,65,60,18
6/2/13,11:13:19,70,59,1
6/3/13,12:13:19,65,67,5
6/4/13,13:13:19,69,71,6
6/5/13,14:13:19,67,75,1
6/6/13,15:13:19,66,58,18
6/7/13,16:13:19,68,66,6
6/8/13,17:13:19,65,79,17
6/9/13,18:13:19,65,68,19
6/10/13,19:13:19,68,73,5
6/11/13,20:13:19,66,58,18
6/12/13,21:13:19,65,73,3
6/13/13,22:13:19,68,79,19
6/14/13,23:13:19,66,75,15
6/15/13,0:43:51,66,61,18
6/16/13,1:43:51,68,65,16
6/17/13,2:43:51,67,77,13
6/18/13,3:43:51,67,70,20
6/19/13,4:43:51,67,80,12
6/20/13,5:43:51,67,64,9
6/21/13,6:43:51,66,63,20
6/22/13,7:43:51,67,67,19
6/23/13,8:43:51,69,57,16
6/24/13,9:43:51,66,78,4
6/25/13,10:43:51,67,55,7
6/26/13,11:43:51,70,70,5
6/27/13,12:43:51,68,70,6
6/28/13,13:43:51,70,59,5
6/29/13,14:43:51,65,69,4
6/30/13,15:43:51,65,78,16
6/1/13,16:43:51,68,66,10
6/2/13,17:43:51,68,72,18
6/3/13,18:43:51,67,70,18
6/4/13,19:43:51,68,78,11
6/5/13,20:43:51,67,60,12
6/6/13,21:43:51,68,63,18
6/7/13,22:43:51,66,72,16
6/8/13,23:43:51,68,73,19
6/9/13,0:13:20,65,74,2
6/10/13,1:13:20,65,78,2
6/11/13,2:13:20,70,61,12
6/12/13,3:13:20,70,61,5
6/13/13,4:13:20,68,66,16
6/14/13,5:13:20,70,71,11
6/15/13,6:13:20,68,76,16
6/16/13,7:13:20,67,62,15
6/17/13,8:13:20,70,59,14
6/18/13,9:13:20,67,57,17
6/19/13,10:13:20,70,64,5
6/20/13,11:13:20,69,64,2
6/21/13,12:13:20,70,55,14
6/22/13,13:13:20,66,75,4
6/23/13,14:13:20,67,66,18
6/24/13,15:13:20,65,75,15
6/25/13,16:13:20,69,60,15
6/26/13,17:13:20,70,73,7
6/27/13,18:13:20,69,60,8
6/28/13,19:13:20,68,72,19
6/29/13,20:13:20,66,61,9
6/30/13,21:13:20,65,66,10
6/1/13,22:13:20,65,68,7
6/2/13,23:13:20,68,56,12
6/3/13,0:33:07,70,59,19
6/4/13,1:33:07,66,77,6
6/5/13,2:33:07,69,56,20
6/6/13,3:33:07,65,60,20
6/7/13,4:33:07,69,77,20
6/8/13,5:33:07,66,66,20
6/9/13,6:33:07,69,68,17
6/10/13,7:33:07,70,67,8
6/11/13,8:33:07,66,64,12
6/12/13,9:33:07,69,74,19
6/13/13,10:33:07,67,60,19
6/14/13,11:33:07,65,79,10
6/15/13,12:33:07,65,60,14
6/16/13,13:33:07,70,73,14
6/17/13,14:33:07,66,78,3
6/18/13,15:33:07,65,68,13
6/19/13,16:33:07,67,63,20
6/20/13,17:33:07,67,56,4
6/21/13,18:33:07,65,79,3
6/22/13,19:33:07,68,71,6
6/23/13,20:33:07,70,71,9
6/24/13,21:33:07,67,63,11
6/25/13,22:33:07,70,55,12
6/26/13,23:33:07,69,71,16
6/27/13,0:00:01,69,63,19
6/28/13,1:00:01,69,80,20
6/29/13,2:00:01,70,72,18
6/30/13,3:00:01,68,66,2
6/1/13,4:00:01,69,73,7
6/2/13,5:00:01,67,74,12
6/3/13,6:00:01,68,59,2
6/4/13,7:00:01,68,61,9
6/5/13,8:00:01,69,65,17
6/6/13,9:00:01,65,71,13
6/7/13,10:00:01,70,67,12
6/8/13,11:00:01,68,72,8
6/9/13,12:00:01,65,66,15
6/10/13,13:00:01,65,67,11
6/11/13,14:00:01,68,66,1
6/12/13,15:00:01,67,76,15
6/13/13,16:00:01,66,68,12
6/14/13,17:00:01,65,61,10
6/15/13,18:00:01,65,75,12
6/16/13,19:00:01,67,61,2
6/17/13,20:00:01,66,69,10
6/18/13,21:00:01,68,60,14
6/19/13,22:00:01,70,58,7
6/20/13,23:00:01,66,75,20
6/21/13,0:13:19,66,64,3
6/22/13,1:13:19,68,78,15
6/23/13,2:13:19,70,76,1
6/24/13,3:13:19,65,80,13
6/25/13,4:13:19,67,73,1
6/26/13,5:13:19,70,76,17
6/27/13,6:13:19,65,65,13
6/28/13,7:13:19,65,67,2
6/29/13,8:13:19,68,59,6
6/30/13,9:13:19,67,79,16
